54964.5112165	-0.0040894494874699205
54964.5316509	-0.004221138481010911
54964.5520851	-0.0040696752785791546
54964.5725193	-0.004110879257961386
54964.5929535	-0.004132795631200281
54964.6133879	-0.004099190344675208
54964.633822	-0.004099287752808323
54964.6542563	-0.003990964512837536
54964.6746906	-0.0040352887276249305
54964.6951249	-0.004042497329944439
54964.715559	-0.003920236853605985
54964.7359932	-0.003949755982318948
54964.7564276	-0.004009473745647085
54964.7768617	-0.0038989981721471167
54964.797296	-0.003918678065428338
54964.8177303	-0.003900654414536575
54964.8381645	-0.003827192764127574
54964.8585987	-0.0037781830900271984
54964.879033	-0.003817839199928841
54964.8994672	-0.0036957483103705613
54964.9199014	-0.0036361107382134605
54964.9403357	-0.0036514102317006802
54964.9607699	-0.0035803680848047748
54964.9812042	-0.0034866126223143112
54965.0016384	-0.003459030212194847
54965.0220726	-0.003442363469279286
54965.0425069	-0.0034366128962801668
54965.0629412	-0.003403083525142847
54965.0833753	-0.003452889862991526
54965.1038096	-0.0033051211456758267
54965.1242439	-0.003292253788362842
54965.144678	-0.003349570843099059
54965.1651123	-0.003310969894041449
54965.1855466	-0.003324129462672687
54965.2059809	-0.003212901715059502
54965.226415	-0.003217776088220603
54965.2468493	-0.0032282071732510076
54965.2672836	-0.003184824899623351
54965.2877178	-0.0032332764494178434
54965.308152	-0.00316435176396368
54965.3285863	-0.003242050140702446
54965.3490205	-0.00313822358249638
54965.3694547	-0.0031024425526879895
54965.389889	-0.003182387641810891
54965.4103232	-0.003016641274022902
54965.4307575	-0.0031687388969601216
54965.4511917	-0.003141538386614684
54965.4716261	-0.003157332314295047
54965.4920602	-0.003089377795607362
54965.5124944	-0.0030820653629533012
54965.5329286	-0.003169323846687888
54965.5533629	-0.003129741537648556
54965.5737972	-0.0031407584336129446
54965.5942313	-0.0031742959066427545
54965.6146657	-0.0030958126956051046
54965.6350999	-0.003147290522679924
54965.6555341	-0.003119601994789889
54965.6759683	-0.003106244952451931
54965.6964026	-0.003255892931655069
54965.7168369	-0.0031104373264980723
54965.737271	-0.003154602516058702
54965.7577054	-0.0032512136981210915
54965.7781396	-0.0033137967777925326
54965.7985738	-0.003210269544453581
54965.819008	-0.003308337961176022
54965.8394423	-0.003277241678759424
54965.8598765	-0.003219628344279357
54965.8803107	-0.0032722700902176882
54965.9007451	-0.0032555029962964
54965.9211792	-0.003316428697424101
54965.9416135	-0.0033030740763067
54965.9620477	-0.0033297831542853373
54965.982482	-0.003284065390673163
54966.0029162	-0.0032702229589105514
54966.0233504	-0.003312432076207017
54966.0437847	-0.003251798603415068
54966.0642189	-0.003314381649374809
54966.0846532	-0.0033451844407252906
54966.1050874	-0.0033003446444688223
54966.1255217	-0.003371600062568092
54966.1459559	-0.0033744267884614487
54966.1663901	-0.003322959729693764
54966.1868244	-0.0033904122722745456
54966.2072587	-0.0033507405474040297
54966.2276929	-0.003399574577613862
54966.2481271	-0.0033992821648105576
54966.2685614	-0.0033944086064536805
54966.2889956	-0.003341675306074876
54966.3094298	-0.0033766686692828785
54966.329864	-0.0034191660562150616
54966.3502983	-0.0033473289063223888
54966.3707326	-0.0034667299660853246
54966.3911668	-0.0034308622928165278
54966.4116011	-0.0034551315818021067
54966.4320353	-0.0034377825068148127
54966.4524695	-0.0034115634348523827
54966.4729037	-0.003494117255748108
54966.493338	-0.0034489912105541976
54966.5137723	-0.0034090292159021374
54966.5342064	-0.0034456773449740297
54966.5546408	-0.0034871974008119366
54966.575075	-0.0035223809940383433
54966.5955091	-0.003527351437455195
54966.6159434	-0.003520334334247366
54966.6363777	-0.003529690461778756
54966.656812	-0.003550741453938855
54966.6772461	-0.0035830968127825713
54966.6976805	-0.0035606820583637955
54966.7181147	-0.003552105856012844
54966.7385488	-0.003553080427870725
54966.7589831	-0.003635233690655326
54966.7794174	-0.0035169232260372496
54966.7998516	-0.0035579532740577235
54966.8202858	-0.0036605703348087104
54966.84072	-0.0036147690464289894
54966.8611543	-0.0036247090646597258
54966.8815885	-0.003544796539177497
54966.9020228	-0.003607655055944292
54966.922457	-0.0036276325821127386
54966.9428913	-0.00356925819296805
54966.9633255	-0.0036481944324933124
54966.9837596	-0.0035232581327626633
54967.004194	-0.003613794529940151
54967.0246282	-0.0036229549504049885
54967.0450624	-0.0035922574922508943
54967.0654967	-0.0035805629941734196
54967.0859309	-0.003612917464348442
54967.1063651	-0.0036915581957899235
54967.1267993	-0.0036448811748641674
54967.1472337	-0.0036283147350530953
54967.1676679	-0.00359859195944523
54967.1881021	-0.003628412185438634
54967.2085364	-0.003663688650146213
54967.2289706	-0.0035317371039269574
54967.2494048	-0.0036793775383223704
54967.269839	-0.0036454658681215335
54967.2902734	-0.0036568673237091787
54967.3107075	-0.003676551606261569
54967.3311417	-0.003693604532841732
54967.3515761	-0.0036121378498989998
54967.3720102	-0.0037840292906174966
54967.4128787	-0.003743202665468459
54967.433313	-0.003768244476770377
54967.4537472	-0.003795526726619869
54967.4741814	-0.003745054025380057
54967.4946158	-0.0038027369209778783
54967.5150499	-0.003737258804434873
54967.5354842	-0.0038145264599478423
54967.5559183	-0.0037539210211647855
54967.5763526	-0.00384482791077545
54967.5967869	-0.0038170597326079303
54967.617221	-0.0038110188419011592
54967.6376553	-0.0037525568726799463
54967.6580896	-0.00373696648255617
54967.6785238	-0.0037722394204848797
54967.6989581	-0.003762593067879294
54967.7193923	-0.0037796446431244135
54967.7398266	-0.003666904403463178
54967.7602607	-0.003639229123805876
54967.7806949	-0.0037397922573809694
54967.8011293	-0.0036194467134009756
54967.8215635	-0.0035635082920215666
54967.8419977	-0.003553860084732463
54967.862432	-0.0035397287172820313
54967.8828662	-0.003608142317048646
54967.9033005	-0.0034754043069611384
54967.9237346	-0.0034932400934835073
54967.944169	-0.003433493928689302
54967.9646032	-0.00342218759607249
54967.9850373	-0.0033889501951165357
54968.0054717	-0.0033272487444442334
54968.0259059	-0.0033595132895278823
54968.0463401	-0.0031722485905945064
54968.0667743	-0.0032651538552386228
54968.0872086	-0.003197108595713871
54968.1076428	-0.003101565073926338
54968.128077	-0.003016641274022902
54968.1485114	-0.0029296630575217364
54968.1689456	-0.0028883167085993477
54968.1893797	-0.0028857812680413986
